rank,candidate_id,relative_path,candidate_type,score,sha256,primary_recall_reason,config_reference_count,related_texture_count,related_shader_count,related_sound_count,mesh_count,triangle_count,identity_status,next_action
1117,P5T01-C00840,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_C24Tiger_WOMAN_BL.LTB,model,65,15613d4151b821c8d6f4b5b24e966b77f65e984506c88d58d34a24dcd599f954,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1118,P5T01-C00841,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_C24Tiger_WOMAN_GR.LTB,model,65,15613d4151b821c8d6f4b5b24e966b77f65e984506c88d58d34a24dcd599f954,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1119,P5T01-C00843,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CF15th_BL.LTB,model,65,7335347ed091d4ea3b2c2d6f2c1b864a7453269ef5240fef0ae501e7f262c4c0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1120,P5T01-C00844,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CF15th_GR.LTB,model,65,17daa462e00812bbc0d5053c5b2f6b91ddfcde5360abc826f66446843e551b7f,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1121,P5T01-C00845,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CF15th_WOMAN_BL.LTB,model,65,ab03cc6cca65f9c5c11ff60c7923418b8a414177297d9e32a9b79943eb6b96cf,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1122,P5T01-C00846,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CF15th_WOMAN_GR.LTB,model,65,e9fdfe7bd7b94be7d21c38342766226935f6b326f9e0f8fa7297d7ede60641b3,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1123,P5T01-C00848,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPL10th_BL.LTB,model,65,c7c7023da80332bbedcb023b2f991dbff3283c2356761a4016ddb6837d7d95b4,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1124,P5T01-C00849,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPL10th_GR.LTB,model,65,e70d43f5304f900e1cca92b9d5dbe97f1f41c040d3cc05647ddb96982597c784,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1125,P5T01-C00850,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPL10th_WOMAN_BL.LTB,model,65,684ca22280f86d92a650918d547d55fc60e174f50e9bdec3e4e51a03fc05bd05,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1126,P5T01-C00851,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPL10th_WOMAN_GR.LTB,model,65,30b6c083b02eedf47793f94c7ee6eeea272238a194ca4307765d188527543065,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1127,P5T01-C00853,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPL_LGD_BL.LTB,model,65,be1e8ed2c9e6bbf5380631a044089e8c98bfde89237029e06d3168e709956664,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1128,P5T01-C00854,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPL_LGD_GR.LTB,model,65,648339f2b531f604d9ce6ae3412d05b70d75429e97c8c05736ac79fe72c81764,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1129,P5T01-C00855,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPL_LGD_WOMAN_BL.LTB,model,65,826f38d357d8f73a3dd2d61c3364f496108c9a43e49cf0908e64f95ef980e218,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1130,P5T01-C00856,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPL_LGD_WOMAN_GR.LTB,model,65,495b1d6ce54ec23c3b2d176150cd45ce3a3432086c853b695b72528f2108fc09,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1131,P5T01-C00858,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPass11_BL.LTB,model,65,7ef2a48a88927d463dce8c21e3bd68b806525099aa3a40fa1c7e964d33b94c74,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1132,P5T01-C00859,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPass11_GR.LTB,model,65,7ef2a48a88927d463dce8c21e3bd68b806525099aa3a40fa1c7e964d33b94c74,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1133,P5T01-C00860,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPass11_WOMAN_BL.LTB,model,65,7ef2a48a88927d463dce8c21e3bd68b806525099aa3a40fa1c7e964d33b94c74,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1134,P5T01-C00861,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFPass11_WOMAN_GR.LTB,model,65,7ef2a48a88927d463dce8c21e3bd68b806525099aa3a40fa1c7e964d33b94c74,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1135,P5T01-C00863,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFS10th_BL.LTB,model,65,d2c8651da3ca4bdd82a8fd48004399d6ba08829aad104cf8b497938f4d695ab0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1136,P5T01-C00864,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFS10th_GR.LTB,model,65,d2c8651da3ca4bdd82a8fd48004399d6ba08829aad104cf8b497938f4d695ab0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1137,P5T01-C00865,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFS10th_WOMAN_BL.LTB,model,65,d2c8651da3ca4bdd82a8fd48004399d6ba08829aad104cf8b497938f4d695ab0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1138,P5T01-C00866,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_CFS10th_WOMAN_GR.LTB,model,65,d2c8651da3ca4bdd82a8fd48004399d6ba08829aad104cf8b497938f4d695ab0,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1139,P5T01-C00868,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Classic_BL.LTB,model,65,ff3117dc53fc012ea30c7c7eae937903d46cba712cbb02c8faa746fd4831819c,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1140,P5T01-C00869,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Classic_GR.LTB,model,65,ff3117dc53fc012ea30c7c7eae937903d46cba712cbb02c8faa746fd4831819c,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1141,P5T01-C00870,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Classic_WOMAN_BL.LTB,model,65,ff3117dc53fc012ea30c7c7eae937903d46cba712cbb02c8faa746fd4831819c,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1142,P5T01-C00871,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Classic_WOMAN_GR.LTB,model,65,ff3117dc53fc012ea30c7c7eae937903d46cba712cbb02c8faa746fd4831819c,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1143,P5T01-C00873,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Cpunk_BL.LTB,model,65,a96a35cde3833e01f2f98735defdc7bae5eb3d23b52fe818c5437bf26b2238d1,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1144,P5T01-C00874,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Cpunk_GR.LTB,model,65,6319a77a7b7271b1ebe3505fd7b553561e01e1992c4bc873277cac2c58e20cf6,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1145,P5T01-C00875,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Cpunk_WOMAN_BL.LTB,model,65,6eaa80a5ab0083f563e0908a81dc3d9de36bcc1c5225c598f967a4a20a501675,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1146,P5T01-C00876,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Cpunk_WOMAN_GR.LTB,model,65,fd0721d65fc7634c345790480a6bf410854aea861a973a9adafb718def5a4abe,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1147,P5T01-C00878,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_DS_BL.LTB,model,65,f55a9020239c6d318484223fbc3792d021a146a88a8cf28c2f2e0c50e638e9bb,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1148,P5T01-C00879,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_DS_GR.LTB,model,65,3bef182a37e94f69454439d3bf0120ce792c73d1245060e98260ce9ab2efd552,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1149,P5T01-C00880,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_DS_WOMAN_BL.LTB,model,65,43fc38f4a06f1a8a817cf57aff7c633d2bf69343345ac356371fb27c8a236dd3,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1150,P5T01-C00881,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_DS_WOMAN_GR.LTB,model,65,ae69ffdec9a457bae6b303da930f6583d8d2d8d7494c75ef8fdf307bac9f5345,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1151,P5T01-C00883,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Dihu_BL.LTB,model,65,f73494d6995ccc422271a444f6b451269faea1d8276dcfa1652a68b94b3567a1,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1152,P5T01-C00884,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Dihu_GR.LTB,model,65,b0189eb239953d2afda7ab5b05509bbc043d51797af9bc3afeea275f4d3f9921,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1153,P5T01-C00885,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Dihu_WOMAN_BL.LTB,model,65,4453a2f9ff67990e71a99f63d742a7c561a21db28d48a97e1c91f344a495686f,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1154,P5T01-C00886,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Dihu_WOMAN_GR.LTB,model,65,5763163056e66ccb3a8fc503e22d96580fc65e90f0edefacf04b7d905dd92083,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1155,P5T01-C00888,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_EMP_BL.LTB,model,65,19f0e2e3022243ab1a222a1b846254dade88398df96919296130dbc1de4b349c,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1156,P5T01-C00889,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_EMP_GR.LTB,model,65,16c357b66adf47bca5496850e422322866e300553f29db34838d4f1055e8fc4e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1157,P5T01-C00890,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_EMP_WOMAN_BL.LTB,model,65,cc9ddb4f80ab322db24694563065281f7b53910355845a4b7a07cf274aba560c,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1158,P5T01-C00891,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_EMP_WOMAN_GR.LTB,model,65,97a26d29eced1751cb713515140b06ff16ce9c10e64709caec5e6d191fa5e673,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1159,P5T01-C00892,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_GR.LTB,model,65,d402668cf6dac3959b280837ac3fd239b60daf826a36020dc9ef379d14bd9fa7,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1160,P5T01-C00894,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_HWG_BL.LTB,model,65,43030d124b04b19061559142fae4d9d58c222359f1093d7fbdfa8ba8b0331849,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1161,P5T01-C00895,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_HWG_GR.LTB,model,65,43030d124b04b19061559142fae4d9d58c222359f1093d7fbdfa8ba8b0331849,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1162,P5T01-C00896,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_HWG_WOMAN_BL.LTB,model,65,43030d124b04b19061559142fae4d9d58c222359f1093d7fbdfa8ba8b0331849,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1163,P5T01-C00897,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_HWG_WOMAN_GR.LTB,model,65,43030d124b04b19061559142fae4d9d58c222359f1093d7fbdfa8ba8b0331849,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1164,P5T01-C00899,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Ipdance_BL.LTB,model,65,7676e968ca7b29bfb981c337a43c3a6bb11b3df80bc60a09ed8af1fe713723bf,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1165,P5T01-C00900,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Ipdance_GR.LTB,model,65,7676e968ca7b29bfb981c337a43c3a6bb11b3df80bc60a09ed8af1fe713723bf,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1166,P5T01-C00901,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Ipdance_WOMAN_BL.LTB,model,65,7676e968ca7b29bfb981c337a43c3a6bb11b3df80bc60a09ed8af1fe713723bf,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1167,P5T01-C00902,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Ipdance_WOMAN_GR.LTB,model,65,7676e968ca7b29bfb981c337a43c3a6bb11b3df80bc60a09ed8af1fe713723bf,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1168,P5T01-C00903,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_JJXT.LTB,model,65,ca9deaf01a9d43d9888ecfb888988283ced52f713df8118ac21506c48c0087bb,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1169,P5T01-C00904,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_JJXT_BL.LTB,model,65,ab8acbb6ea44f046f03e4f56ca7ae16a6e48ea80dfc2496db879363fce4ef35b,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1170,P5T01-C00905,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_JJXT_GR.LTB,model,65,df980401869ddcdaa357d54c8a720de9571f602c21d44a32a367b55915238ab3,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1171,P5T01-C00906,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_JJXT_WOMAN_BL.LTB,model,65,3b50f4d1259c4d6a8d680de7fe9cc70b2712f7dfd46581d556b02b7e32185bbf,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1172,P5T01-C00907,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_JJXT_WOMAN_GR.LTB,model,65,49bad6f4d0fb31145ea93e99f990089c9532df1390700f9f1f476c78f48c1822,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1173,P5T01-C00909,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Javelin_BL.LTB,model,65,07b44abcf8159fbe27ae3d890a6b971a0ebe76e10ffb4b676523f0416817e6c4,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1174,P5T01-C00910,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Javelin_GR.LTB,model,65,07b44abcf8159fbe27ae3d890a6b971a0ebe76e10ffb4b676523f0416817e6c4,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1175,P5T01-C00911,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Javelin_WOMAN_BL.LTB,model,65,07b44abcf8159fbe27ae3d890a6b971a0ebe76e10ffb4b676523f0416817e6c4,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1176,P5T01-C00912,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Javelin_WOMAN_GR.LTB,model,65,07b44abcf8159fbe27ae3d890a6b971a0ebe76e10ffb4b676523f0416817e6c4,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1177,P5T01-C00914,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_LDHua_BL.LTB,model,65,3e359dd66ff08f2bb7bfb20176555ec35cb83d71d5a07b53958f447e83c25e5e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1178,P5T01-C00915,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_LDHua_GR.LTB,model,65,3e359dd66ff08f2bb7bfb20176555ec35cb83d71d5a07b53958f447e83c25e5e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1179,P5T01-C00916,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_LDHua_WOMAN_BL.LTB,model,65,3e359dd66ff08f2bb7bfb20176555ec35cb83d71d5a07b53958f447e83c25e5e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1180,P5T01-C00917,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_LDHua_WOMAN_GR.LTB,model,65,3e359dd66ff08f2bb7bfb20176555ec35cb83d71d5a07b53958f447e83c25e5e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1181,P5T01-C00919,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Limpid_BL.LTB,model,65,cc7dcc6aa2cacc1e3a13b6470824871ff160f270b5d3c5dd4f2d469ad40e3bd9,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1182,P5T01-C00920,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Limpid_GR.LTB,model,65,8f78f6399cd1c5f0949a956c7ee08332105d25a7f3ccbb456ae9cbc345ed319e,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1183,P5T01-C00921,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Limpid_WOMAN_BL.LTB,model,65,b24159a67b0e4b1cd6f4fb1a726d1477d8b5118580b5ceafa7715eec5d91850d,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1184,P5T01-C00922,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Limpid_WOMAN_GR.LTB,model,65,9ebf71bac42a1686bf8f48dbb6e1be6d2b2cb9b3d2a22f791b082c6bab7d23e7,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1185,P5T01-C00924,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Liubei_BL.LTB,model,65,d1f253d6b2d014d1b2793c959dc7724bbae1e19c857f99bea1a17c901e42f310,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1186,P5T01-C00925,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Liubei_GR.LTB,model,65,d1f253d6b2d014d1b2793c959dc7724bbae1e19c857f99bea1a17c901e42f310,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1187,P5T01-C00926,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Liubei_WOMAN_BL.LTB,model,65,d1f253d6b2d014d1b2793c959dc7724bbae1e19c857f99bea1a17c901e42f310,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1188,P5T01-C00927,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Liubei_WOMAN_GR.LTB,model,65,d1f253d6b2d014d1b2793c959dc7724bbae1e19c857f99bea1a17c901e42f310,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1189,P5T01-C00929,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_MVP19_BL.LTB,model,65,babee1dc9fba47809969ff17e0de5c58417390cf8dd51b84951a2a58a6a5a276,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1190,P5T01-C00930,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_MVP19_GR.LTB,model,65,1371a379cc2d7a489bcedf3c70338353138b8149b1b33dcdbfe4172f06ee73d6,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1191,P5T01-C00931,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_MVP19_WOMAN_BL.LTB,model,65,bf1097d1b835eccffb9e7145e0e57fc05f67882e155be6b9a08894632aa36724,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1192,P5T01-C00932,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_MVP19_WOMAN_GR.LTB,model,65,99a40b3d789c716df831a32a8681f0b2f8646f08d8ece83eeef5d7866e976b86,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1193,P5T01-C00934,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Mengchai_BL.LTB,model,65,8ac1065a9dad5aa7e7fddea5a6ed3b34be7ad782fc2e9e6f254e62348a458a55,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1194,P5T01-C00935,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Mengchai_GR.LTB,model,65,8ac1065a9dad5aa7e7fddea5a6ed3b34be7ad782fc2e9e6f254e62348a458a55,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1195,P5T01-C00936,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Mengchai_WOMAN_BL.LTB,model,65,8ac1065a9dad5aa7e7fddea5a6ed3b34be7ad782fc2e9e6f254e62348a458a55,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1196,P5T01-C00937,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Mengchai_WOMAN_GR.LTB,model,65,8ac1065a9dad5aa7e7fddea5a6ed3b34be7ad782fc2e9e6f254e62348a458a55,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1197,P5T01-C00939,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Ms2_BL.LTB,model,65,4e108f5017bbd020780553dd7cd7614fc5578e64e11224f1b1dd2506622c5440,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1198,P5T01-C00940,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Ms2_GR.LTB,model,65,68904449b6e8dbeda3f50bdcd63af1fe2045478fed0406e1a2abcf4a3c183820,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1199,P5T01-C00941,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Ms2_WOMAN_BL.LTB,model,65,208df04a19f31f477f7bc6cf7e7f0dd04daa82c3d1238537e03f091f9f42b1f9,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1200,P5T01-C00942,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_Ms2_WOMAN_GR.LTB,model,65,0db4251956a18772af193d3a6b8b0253294dabc5cad8a0c15fbdaafd9dc2f235,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1201,P5T01-C00944,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_PB_BL.LTB,model,65,f965c9a623caf29ad215b5f98c9da93f45c2f82e07f5c404fd5e59073f198c33,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1202,P5T01-C00945,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_PB_GR.LTB,model,65,f965c9a623caf29ad215b5f98c9da93f45c2f82e07f5c404fd5e59073f198c33,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1203,P5T01-C00946,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_PB_WOMAN_BL.LTB,model,65,f965c9a623caf29ad215b5f98c9da93f45c2f82e07f5c404fd5e59073f198c33,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1204,P5T01-C00947,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_PB_WOMAN_GR.LTB,model,65,f965c9a623caf29ad215b5f98c9da93f45c2f82e07f5c404fd5e59073f198c33,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1205,P5T01-C00949,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_PC_BL.LTB,model,65,1011dcad5f299a34b1021ba7ecf19c4444267abd596cd6612c06e3293a6b3906,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
1206,P5T01-C00951,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Transformers_PC_BTF_BL.LTB,model,65,0a67649024a6a1df45d2b6d566a3f275efb78c05bbf5e14edad748c0934a734a,keyword:M4,0,0,0,0,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
